,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
1913271,2021,19 anos,M,Parda,1,cursando,0,Privada,Aracaju,SE,,548.4,520.0,,1,1.0,620.0,F,G,D,D,7.0,P,E,E,C,A,B,E,C,B
1914172,2021,19 anos,F,Parda,1,cursando,0,Pública,Pedro Afonso,TO,,461.2,426.6,,0,1.0,380.0,E,E,B,B,2.0,C,B,C,A,B,B,B,A,A
1920227,2021,18 anos,M,Branca,1,cursando,0,Pública,Curitiba,PR,,451.6,459.3,,1,1.0,660.0,E,F,D,D,3.0,I,D,D,B,A,B,D,B,B
1920841,2021,17 anos,F,Branca,1,cursando,0,Pública,Cajati,SP,,347.7,389.1,,1,1.0,520.0,C,C,A,A,7.0,C,B,D,B,A,B,B,A,B
1922718,2021,17 anos,M,Parda,1,cursando,0,Pública,Ribeirão Preto,SP,,559.0,528.8,,0,1.0,500.0,E,E,C,C,3.0,E,B,C,B,B,B,B,B,B
1926049,2021,23 anos,F,Branca,1,concluiu,1,Não respondeu,Nova Petrópolis,RS,,686.2,641.3,,0,1.0,860.0,D,C,E,D,3.0,G,B,D,A,A,B,D,D,B
1929107,2021,17 anos,M,Parda,1,cursando,0,Pública,Ji-Paraná,RO,,561.1,547.7,,1,1.0,520.0,B,C,C,F,4.0,C,B,C,B,B,B,C,B,B
1929121,2021,18 anos,F,Parda,1,cursando,0,Pública,Rio de Janeiro,RJ,,534.7,515.2,,0,1.0,580.0,E,E,C,C,3.0,E,D,D,A,A,B,B,A,A
1932605,2021,18 anos,F,Parda,1,cursando,0,Pública,Tucuruí,PA,,465.9,387.6,,0,1.0,560.0,D,E,B,B,5.0,B,B,C,A,B,B,B,A,B
1933417,2021,19 anos,M,Branca,1,cursando,0,Pública,Ponta Grossa,PR,,575.6,520.0,,1,1.0,640.0,E,E,B,F,4.0,F,C,E,B,B,C,D,B,B
1934446,2021,18 anos,M,Parda,1,concluiu,1,Não respondeu,Rio Branco,AC,,451.0,456.8,,0,1.0,640.0,G,E,D,A,3.0,G,B,C,B,B,B,D,C,B
1938664,2021,17 anos,M,Branca,2,cursando,0,Pública,Parnamirim,RN,,399.2,478.4,,1,1.0,740.0,E,D,B,B,5.0,C,C,D,B,A,B,D,A,B
1940101,2021,Entre 31 e 35 anos,M,Parda,1,concluiu,6,Não respondeu,Cariacica,ES,,358.3,495.1,,0,1.0,780.0,B,F,C,D,4.0,C,B,C,A,A,B,B,B,B
1941075,2021,18 anos,F,Branca,1,cursando,0,Pública,São Paulo,SP,,440.1,522.6,,0,1.0,500.0,E,E,F,B,4.0,C,B,C,B,B,B,D,B,B
1946357,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Barbacena,MG,,441.7,502.6,,1,1.0,340.0,F,G,E,E,4.0,N,D,D,C,A,B,E,D,B
1951383,2021,Entre 36 e 40 anos,M,Parda,1,concluiu,0,Não respondeu,Teresina,PI,,376.2,474.8,,1,1.0,560.0,B,B,C,B,3.0,B,B,B,A,A,B,C,B,B
1954314,2021,18 anos,M,Parda,1,cursando,0,Pública,Banabuiú,CE,,522.8,434.1,,0,1.0,800.0,F,C,F,F,6.0,B,B,B,A,A,B,B,A,B
1958998,2021,19 anos,M,Branca,1,concluiu,1,Não respondeu,Teresina,PI,,427.7,401.4,,1,1.0,540.0,C,C,B,B,4.0,B,B,C,A,A,B,D,B,B
1960414,2021,Entre 46 e 50 anos,F,Branca,1,concluiu,15,Não respondeu,Arujá,SP,,482.1,364.6,,0,1.0,500.0,B,A,C,F,2.0,A,B,C,A,A,B,C,B,A
1961125,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Patos,PB,,581.4,605.0,,0,1.0,760.0,G,G,E,E,5.0,J,C,D,B,A,B,C,B,B
1963380,2021,17 anos,F,Branca,1,cursando,0,Pública,Chapecó,SC,,578.0,567.9,,1,1.0,620.0,E,F,C,D,3.0,G,B,C,B,A,B,D,B,B
1980911,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Feira de Santana,BA,,412.2,483.9,,0,1.0,580.0,F,G,D,D,4.0,F,B,C,B,A,B,E,B,B
1983626,2021,22 anos,M,Parda,2,concluiu,3,Não respondeu,Belém,PA,,467.6,403.6,,1,1.0,320.0,C,D,B,B,10.0,C,B,B,A,A,B,C,A,B
1984565,2021,17 anos,M,Branca,1,cursando,0,Privada,Jaguaquara,BA,,618.3,624.8,,1,1.0,860.0,C,G,B,D,4.0,I,D,D,C,B,B,E,C,B
1987609,2021,17 anos,F,Parda,1,cursando,0,Não respondeu,Maringá,PR,,543.4,583.3,,1,1.0,400.0,B,E,A,F,4.0,E,D,D,C,B,B,E,B,B
1993058,2021,Entre 36 e 40 anos,M,Preta,1,concluiu,15,Não respondeu,Cabo de Santo Agostinho,PE,,528.1,368.9,,1,1.0,700.0,B,D,C,B,6.0,E,C,C,B,A,B,C,B,B
1993653,2021,20 anos,F,Branca,1,concluiu,2,Não respondeu,Crateús,CE,,430.0,530.7,,1,1.0,600.0,D,D,C,F,5.0,H,D,D,A,C,B,D,B,B
1993659,2021,18 anos,F,Amarela,1,cursando,0,Pública,Manaus,AM,,608.5,553.2,,0,1.0,600.0,D,D,B,B,7.0,B,B,C,A,B,B,D,A,B
1995260,2021,17 anos,M,Branca,1,cursando,0,Não respondeu,Santa Maria,RS,,417.3,466.4,,0,1.0,540.0,D,E,D,D,4.0,J,D,D,C,A,B,E,A,B
1996595,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Nanuque,MG,,529.2,502.5,,0,1.0,500.0,E,G,A,E,4.0,H,D,D,C,A,A,E,A,B
1998022,2021,18 anos,M,Preta,1,cursando,0,Pública,Lagarto,SE,,671.0,578.4,,1,1.0,720.0,C,B,A,F,7.0,B,B,D,A,C,B,E,A,B
2003454,2021,17 anos,F,Preta,1,cursando,0,Não respondeu,Macapá,AP,,530.0,501.1,,1,1.0,560.0,E,F,B,B,6.0,B,B,B,A,A,B,B,A,A
2003992,2021,18 anos,F,Não declarado,1,concluiu,1,Não respondeu,Cariacica,ES,,406.2,339.1,,1,7.0,0.0,F,G,F,D,4.0,H,B,D,B,A,B,C,C,B
2005803,2021,Menor de 17 anos,M,Parda,1,cursando,0,Não respondeu,Altamira,PA,,440.4,500.1,,0,1.0,660.0,F,F,E,D,3.0,F,C,C,B,A,B,D,C,B
2009748,2021,Entre 26 e 30 anos,F,Branca,1,concluiu,7,Não respondeu,Rio Grande,RS,,394.9,535.9,,0,1.0,500.0,D,D,B,B,2.0,A,B,B,A,A,B,C,A,B
2011485,2021,22 anos,M,Preta,1,concluiu,2,Não respondeu,São Paulo,SP,,586.3,503.8,,1,1.0,600.0,B,C,B,B,6.0,B,C,C,A,A,A,D,A,A
2012035,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Solânea,PB,,432.3,443.7,,1,1.0,560.0,B,B,A,A,4.0,A,B,D,A,C,B,D,B,B
2012744,2021,25 anos,F,Branca,1,cursando,0,Pública,Frutal,MG,,492.1,427.0,,0,1.0,460.0,F,F,D,F,4.0,B,B,C,A,C,B,D,A,A
2016019,2021,17 anos,F,Parda,2,cursando,0,Pública,Cristalândia,TO,,414.9,419.8,,0,1.0,480.0,B,C,A,B,6.0,B,B,C,A,A,B,C,A,A
2020150,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Umarizal,RN,,563.1,536.2,,1,1.0,580.0,D,G,C,D,3.0,I,C,D,C,B,B,D,B,B
2021674,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Uberlândia,MG,,593.4,581.5,,0,1.0,620.0,F,G,D,D,4.0,G,C,D,C,B,B,E,C,B
2022192,2021,18 anos,F,Branca,1,concluiu,1,Não respondeu,Natal,RN,,540.3,506.0,,1,1.0,900.0,F,E,D,B,2.0,E,B,C,B,A,B,D,A,B
2022493,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Imperatriz,MA,,471.1,561.2,,1,1.0,760.0,E,E,D,D,3.0,D,C,D,B,A,B,D,A,B
2024787,2021,17 anos,F,Branca,1,cursando,0,Pública,Campo Mourão,PR,,603.9,560.7,,0,1.0,580.0,F,G,B,D,4.0,F,B,C,B,A,B,D,C,B
2026740,2021,17 anos,M,Branca,1,cursando,0,Privada,Serra,ES,,395.5,461.0,,0,1.0,660.0,E,G,E,D,4.0,O,D,E,B,A,B,E,B,B
2028974,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Capão da Canoa,RS,,609.7,517.7,,0,1.0,620.0,F,E,C,E,4.0,L,E,E,C,A,B,D,C,B
2031218,2021,20 anos,F,Parda,1,concluiu,3,Não respondeu,Feira de Santana,BA,,427.7,486.5,,1,1.0,800.0,E,E,C,B,3.0,C,B,C,B,A,B,C,A,B
2032003,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Curitiba,PR,,622.7,595.5,,0,1.0,660.0,E,G,D,F,3.0,L,B,C,B,B,B,D,E,B
2033349,2021,21 anos,F,Parda,1,concluiu,2,Não respondeu,Angicos,RN,,498.4,382.5,,1,1.0,380.0,A,A,F,F,6.0,B,B,C,A,A,B,C,A,B
2033893,2021,17 anos,M,Parda,1,cursando,0,Não respondeu,Fortaleza,CE,,521.1,513.7,,0,1.0,620.0,F,F,C,D,4.0,H,C,D,B,A,B,C,C,B
2038580,2021,19 anos,M,Parda,1,concluiu,1,Não respondeu,Belo Horizonte,MG,,583.4,535.5,,0,1.0,600.0,F,D,D,B,2.0,B,B,C,A,A,B,C,B,B
2041156,2021,17 anos,M,Branca,1,cursando,0,Privada,Campinas,SP,,589.7,577.7,,0,1.0,780.0,F,E,E,B,6.0,K,E,D,D,B,B,E,D,B
2049378,2021,21 anos,M,Parda,1,concluiu,4,Não respondeu,Goiânia,GO,,699.1,542.6,,0,1.0,880.0,G,E,E,B,4.0,P,C,D,B,A,B,E,E,B
2050508,2021,19 anos,M,Branca,1,concluiu,1,Não respondeu,Fortaleza,CE,,579.1,512.6,,1,1.0,440.0,F,E,E,E,4.0,J,C,C,B,A,B,D,B,B
2051967,2021,20 anos,F,Parda,1,concluiu,4,Não respondeu,Arinos,MG,,373.4,452.6,,1,1.0,340.0,H,H,A,A,4.0,C,C,D,A,A,B,E,B,B
2054314,2021,17 anos,M,Preta,1,cursando,0,Pública,Oeiras,PI,,451.9,457.6,,1,1.0,320.0,A,D,A,A,3.0,B,C,D,A,C,B,D,B,B
2055925,2021,22 anos,F,Branca,1,concluiu,5,Não respondeu,Governador Valadares,MG,,414.0,510.0,,1,1.0,840.0,B,E,F,B,2.0,C,B,C,A,A,B,C,A,B
2056987,2021,20 anos,F,Branca,1,concluiu,2,Não respondeu,Canoas,RS,,553.9,527.9,,1,1.0,460.0,E,E,C,B,4.0,G,C,D,C,C,B,D,D,B
2058567,2021,Entre 41 e 45 anos,M,Parda,1,não concluiu,0,Não respondeu,Cristalândia,TO,,392.3,419.4,,1,1.0,420.0,C,C,A,A,4.0,B,B,C,B,A,B,B,A,B
2061748,2021,17 anos,M,Branca,1,cursando,0,Privada,Rio Claro,SP,,410.7,451.2,,0,1.0,500.0,F,F,D,D,3.0,H,C,C,B,A,B,D,B,B
2069719,2021,22 anos,M,Preta,1,concluiu,4,Não respondeu,Tavares,PB,,533.6,524.2,,1,1.0,440.0,H,C,D,A,4.0,C,B,C,B,A,B,C,A,B
2071084,2021,Entre 36 e 40 anos,F,Parda,1,concluiu,15,Não respondeu,Recife,PE,,466.5,453.3,,0,1.0,600.0,E,E,D,B,4.0,B,C,C,A,A,B,C,A,B
2072014,2021,18 anos,M,Parda,1,concluiu,1,Não respondeu,Anchieta,ES,,579.6,476.5,,0,1.0,620.0,D,H,C,A,4.0,C,C,C,A,A,B,D,A,B
2073049,2021,19 anos,F,Branca,1,concluiu,1,Não respondeu,Cacoal,RO,,668.7,603.4,,1,1.0,620.0,B,C,A,A,1.0,B,B,B,A,B,B,B,B,B
2073142,2021,Entre 36 e 40 anos,F,Parda,1,concluiu,15,Não respondeu,Teresina,PI,,640.7,590.9,,1,1.0,600.0,F,F,B,B,3.0,C,C,C,B,A,B,C,B,B
2073739,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,Teresina,PI,,476.0,544.0,,1,1.0,880.0,E,E,C,D,4.0,F,C,C,B,A,B,E,B,B
2074386,2021,18 anos,F,Branca,1,cursando,0,Pública,Embu das Artes,SP,,417.7,417.1,,1,1.0,640.0,B,E,B,B,2.0,C,B,C,A,B,B,A,B,B
2075244,2021,Entre 26 e 30 anos,M,Parda,1,concluiu,11,Não respondeu,Porto Alegre,RS,,682.3,618.6,,0,1.0,700.0,E,F,A,D,2.0,N,C,C,A,A,B,C,C,B
2075639,2021,18 anos,M,Parda,1,cursando,0,Privada,Rio das Ostras,RJ,,494.3,600.7,,1,1.0,860.0,E,F,D,D,3.0,H,E,D,C,A,C,D,C,B
2076365,2021,18 anos,M,Parda,1,cursando,0,Pública,Marília,SP,,406.4,370.2,,0,1.0,380.0,F,F,D,E,6.0,E,B,C,A,B,B,E,C,B
2076509,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Sinop,MT,,377.5,481.8,,1,1.0,440.0,F,E,D,B,4.0,L,C,C,B,A,B,E,B,B
2079528,2021,19 anos,F,Preta,1,concluiu,1,Não respondeu,Propriá,SE,,456.7,445.6,,1,1.0,400.0,B,D,A,A,7.0,B,B,D,A,A,B,C,B,B
2079964,2021,Entre 46 e 50 anos,F,Branca,1,concluiu,15,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,E,C,D,F,3.0,H,B,C,A,A,B,B,C,B
2084852,2021,17 anos,M,Branca,1,cursando,0,Privada,São Paulo,SP,,606.5,502.3,,0,1.0,460.0,D,D,C,B,5.0,M,D,E,B,A,C,B,C,B
2088936,2021,19 anos,F,Parda,1,cursando,0,Pública,Manaus,AM,,454.0,508.3,,0,1.0,540.0,E,D,A,B,3.0,E,C,D,B,A,B,D,A,B
2091025,2021,19 anos,M,Parda,1,concluiu,1,Não respondeu,Mamanguape,PB,,482.8,459.4,,1,1.0,800.0,A,A,A,A,5.0,C,B,C,A,B,B,C,A,B
2094089,2021,18 anos,M,Branca,1,cursando,0,Pública,Brasília,DF,,620.6,598.9,,0,1.0,580.0,G,G,D,D,3.0,F,C,D,B,A,B,D,D,B
2094740,2021,17 anos,F,Parda,1,cursando,0,Pública,Barcarena,PA,,395.3,361.9,,0,1.0,660.0,D,E,B,B,4.0,C,B,C,A,B,B,C,B,B
2102604,2021,18 anos,M,Parda,1,cursando,0,Pública,Crateús,CE,,451.7,517.3,,1,6.0,0.0,B,E,A,A,3.0,B,B,B,A,A,B,A,B,B
2103124,2021,18 anos,M,Parda,1,cursando,0,Não respondeu,Laranjal do Jari,AP,,366.1,482.8,,0,1.0,460.0,F,G,D,D,4.0,H,C,E,A,B,B,D,C,B
2103604,2021,18 anos,F,Branca,1,concluiu,1,Não respondeu,Alegrete,RS,,584.7,565.9,,0,1.0,560.0,C,F,C,B,2.0,D,B,C,A,A,B,C,B,B
2109559,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,Pinheiros,ES,,364.9,410.6,,1,1.0,560.0,D,F,C,C,4.0,C,C,D,B,B,B,D,A,B
2113429,2021,24 anos,F,Preta,1,concluiu,6,Não respondeu,Belo Horizonte,MG,,617.4,575.0,,0,1.0,780.0,H,D,F,B,2.0,B,B,B,A,A,B,C,B,B
2115310,2021,18 anos,F,Branca,1,cursando,0,Pública,Cláudio,MG,,564.4,528.0,,1,1.0,620.0,C,D,B,B,4.0,I,B,D,C,A,B,D,B,B
2115770,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Francisco Sá,MG,,611.5,627.4,,0,1.0,880.0,G,G,E,E,4.0,M,D,D,C,A,B,E,B,B
2117375,2021,18 anos,M,Branca,1,concluiu,1,Não respondeu,Natal,RN,,560.9,593.8,,0,1.0,800.0,G,G,E,D,3.0,O,D,D,C,A,B,D,B,B
2123455,2021,Menor de 17 anos,M,Parda,1,cursando,0,Não respondeu,Ouro Preto do Oeste,RO,,507.4,467.4,,1,1.0,460.0,E,D,C,B,3.0,E,B,C,A,B,B,D,B,B
2124829,2021,17 anos,F,Parda,1,cursando,0,Não respondeu,Rio de Janeiro,RJ,,388.4,557.7,,1,1.0,760.0,E,F,D,D,5.0,O,E,E,C,A,B,E,E,B
2129542,2021,17 anos,M,Parda,1,cursando,0,Não respondeu,Riachão do Jacuípe,BA,,527.3,549.5,,0,1.0,640.0,D,E,C,B,4.0,C,C,D,A,A,B,E,A,B
2129580,2021,17 anos,F,Parda,1,cursando,0,Privada,Macapá,AP,,490.9,447.3,,1,1.0,640.0,G,G,D,D,4.0,N,D,D,B,A,B,E,B,B
2130109,2021,25 anos,M,Preta,1,concluiu,8,Não respondeu,São Paulo,SP,,598.4,637.0,,0,1.0,580.0,E,E,C,C,4.0,C,B,C,A,A,B,E,B,B
2130380,2021,17 anos,F,Parda,1,cursando,0,Pública,Mogi das Cruzes,SP,,443.3,462.5,,0,1.0,560.0,E,E,D,D,5.0,D,B,C,B,A,B,E,B,B
2133540,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Jequié,BA,,416.4,493.2,,0,1.0,820.0,E,E,D,D,4.0,D,D,C,B,B,C,C,B,B
2133989,2021,20 anos,M,Preta,3,concluiu,1,Não respondeu,Cuiabá,MT,,452.1,333.5,,1,1.0,480.0,B,B,C,B,3.0,C,B,C,A,B,B,D,B,B
2134158,2021,Menor de 17 anos,M,Branca,1,cursando,0,Privada,Recife,PE,,576.7,552.8,,0,1.0,640.0,F,E,D,D,4.0,C,C,D,A,A,B,D,B,B
2138734,2021,17 anos,F,Branca,1,cursando,0,Privada,Rio Grande,RS,,566.8,531.1,,0,1.0,520.0,F,E,D,D,3.0,B,B,C,A,A,B,D,D,B
2145533,2021,20 anos,M,Preta,1,concluiu,3,Não respondeu,Salvador,BA,,597.4,519.8,,0,1.0,740.0,E,E,B,B,4.0,C,B,D,B,A,B,E,C,B
2147714,2021,25 anos,F,Parda,1,concluiu,0,Não respondeu,Aracaju,SE,,336.5,334.7,,0,1.0,460.0,H,C,F,B,1.0,B,B,B,A,A,B,B,A,B
2150659,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,Alfenas,MG,,540.1,449.3,,0,1.0,740.0,E,F,B,D,4.0,G,D,D,D,C,B,E,B,B
2153305,2021,18 anos,M,Branca,1,cursando,0,Não respondeu,Rio das Ostras,RJ,,608.0,610.7,,0,1.0,860.0,F,F,E,D,7.0,N,D,E,C,A,B,E,C,B
2154066,2021,17 anos,F,Parda,1,cursando,0,Privada,Natal,RN,,631.9,608.0,,0,1.0,880.0,H,E,F,B,3.0,C,B,C,B,A,B,C,B,B
2155692,2021,19 anos,F,Branca,1,concluiu,2,Não respondeu,Belo Horizonte,MG,,612.9,566.7,,0,1.0,900.0,F,E,F,C,3.0,C,B,D,B,A,B,D,B,B
2158090,2021,18 anos,M,Branca,1,cursando,0,Pública,São Luís,MA,,365.9,455.9,,1,1.0,500.0,E,E,D,D,4.0,C,B,C,A,A,B,C,A,A
2159949,2021,17 anos,F,Branca,1,cursando,0,Não respondeu,Santa Isabel,SP,,609.1,541.5,,0,1.0,720.0,G,F,E,E,6.0,P,D,D,B,A,B,E,C,B
2162959,2021,18 anos,M,Branca,1,cursando,0,Privada,Campinas,SP,,622.6,536.3,,0,1.0,760.0,F,F,E,E,6.0,Q,E,E,C,A,B,E,E,B
2167845,2021,17 anos,M,Branca,1,cursando,0,Privada,Adamantina,SP,,618.8,579.1,,1,1.0,560.0,E,F,D,B,3.0,E,B,D,B,A,B,D,C,B
2169307,2021,19 anos,F,Branca,1,concluiu,1,Não respondeu,Dourados,MS,,648.9,580.2,,0,1.0,900.0,F,E,E,B,2.0,C,D,D,B,A,B,C,C,B
2171089,2021,18 anos,M,Branca,1,cursando,0,Privada,Caxias do Sul,RS,,547.6,538.3,,0,1.0,740.0,E,E,E,D,4.0,O,E,E,D,A,C,E,B,B
2171974,2021,17 anos,M,Parda,1,cursando,0,Pública,Cidade Ocidental,GO,,473.3,378.5,,0,1.0,460.0,F,B,D,B,5.0,E,B,D,B,A,B,D,B,B
2173041,2021,20 anos,M,Preta,1,concluiu,4,Não respondeu,Xapuri,AC,,633.4,564.5,,1,1.0,540.0,F,F,D,C,4.0,C,B,C,A,B,B,D,B,A
2173112,2021,17 anos,F,Preta,1,cursando,0,Pública,Frutal,MG,,386.8,405.0,,0,1.0,640.0,B,B,B,B,6.0,C,B,D,B,A,B,A,A,B
2174214,2021,18 anos,M,Parda,1,cursando,0,Pública,Porto Nacional,TO,,456.2,434.1,,1,1.0,440.0,H,F,F,D,2.0,D,B,C,A,B,B,B,B,B
2176172,2021,17 anos,M,Branca,1,cursando,0,Privada,Vitória da Conquista,BA,,650.3,586.6,,0,1.0,840.0,E,E,D,B,4.0,G,B,C,B,A,B,E,B,B
2180070,2021,Entre 31 e 35 anos,M,Branca,1,concluiu,1,Não respondeu,Guarujá,SP,,548.7,548.4,,0,1.0,660.0,B,A,A,B,2.0,D,B,B,A,A,B,C,B,B
2184219,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,São Gonçalo dos Campos,BA,,375.8,407.8,,1,1.0,600.0,D,E,A,D,6.0,B,B,D,A,A,B,B,A,B
2185155,2021,24 anos,F,Branca,1,concluiu,7,Não respondeu,Cachoeirinha,RS,,470.9,409.3,,1,1.0,500.0,B,C,B,F,4.0,G,B,C,C,A,B,E,A,B
2185634,2021,Entre 26 e 30 anos,M,Parda,1,concluiu,1,Não respondeu,Campo Grande,MS,,511.5,471.8,,1,1.0,620.0,D,C,D,B,1.0,C,B,B,A,B,B,B,A,B
2185847,2021,18 anos,M,Parda,1,cursando,0,Pública,Sorocaba,SP,,559.4,479.7,,0,1.0,580.0,F,E,D,D,7.0,E,B,C,B,B,B,B,A,B
2189511,2021,24 anos,M,Parda,1,concluiu,6,Não respondeu,São Paulo,SP,,521.0,532.4,,0,1.0,340.0,B,B,C,B,4.0,D,B,B,A,A,B,C,B,B
2189553,2021,18 anos,M,Parda,1,cursando,0,Pública,Anápolis,GO,,498.7,516.4,,0,1.0,560.0,E,F,E,B,4.0,D,C,D,C,B,B,D,B,B
2190503,2021,20 anos,M,Parda,1,concluiu,3,Não respondeu,Pereira Barreto,SP,,446.4,551.8,,0,1.0,600.0,C,D,C,B,3.0,B,C,D,B,A,B,D,A,B
2192667,2021,18 anos,M,Branca,1,cursando,0,Pública,João Pessoa,PB,,537.6,524.8,,0,1.0,500.0,C,B,D,B,3.0,B,B,C,A,A,B,D,A,B
2204173,2021,Entre 26 e 30 anos,F,Branca,1,concluiu,9,Não respondeu,Franca,SP,,637.7,555.9,,0,1.0,680.0,C,C,B,C,3.0,D,B,C,B,A,B,D,B,B
2204401,2021,17 anos,F,Não declarado,1,cursando,0,Pública,Pato Branco,PR,,523.1,471.4,,1,9.0,0.0,E,F,C,D,3.0,C,B,C,A,A,B,D,A,B
2208364,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Tubarão,SC,,526.7,513.8,,0,4.0,0.0,C,C,E,F,7.0,I,E,D,D,A,B,E,D,B
2211672,2021,20 anos,M,Preta,1,concluiu,3,Não respondeu,Itapevi,SP,,429.1,521.4,,0,1.0,840.0,D,D,C,C,5.0,F,C,C,A,A,B,E,B,B
2214317,2021,18 anos,M,Branca,1,cursando,0,Pública,Leme,SP,,576.4,511.1,,0,1.0,740.0,G,G,D,D,4.0,K,C,D,B,B,B,D,B,B
2216564,2021,18 anos,M,Branca,1,concluiu,1,Não respondeu,Campo Grande,MS,,613.7,547.8,,0,1.0,580.0,D,D,D,D,4.0,M,E,E,B,A,C,E,B,B
2217406,2021,17 anos,F,Parda,1,cursando,0,Não respondeu,São Miguel do Guaporé,RO,,440.3,406.1,,1,1.0,480.0,D,F,C,D,4.0,K,B,E,B,A,B,A,B,B
2218291,2021,22 anos,M,Parda,1,concluiu,4,Não respondeu,Baixo Guandu,ES,,452.9,434.3,,0,1.0,580.0,D,B,C,C,4.0,C,B,C,A,A,B,C,C,B
2222408,2021,Entre 46 e 50 anos,M,Branca,1,concluiu,15,Não respondeu,Juiz de Fora,MG,,620.2,550.6,,1,1.0,620.0,E,E,D,D,1.0,A,B,B,B,B,B,B,A,A
2222832,2021,21 anos,M,Amarela,1,concluiu,4,Não respondeu,São Paulo,SP,,631.6,589.7,,0,1.0,560.0,F,F,D,D,4.0,F,C,D,C,A,B,E,E,B
2230349,2021,22 anos,M,Parda,1,concluiu,5,Não respondeu,Vila Velha,ES,,641.7,588.7,,1,1.0,540.0,H,E,E,F,6.0,I,C,E,B,A,B,E,D,B
2235984,2021,Entre 26 e 30 anos,M,Preta,1,concluiu,0,Não respondeu,Rio de Janeiro,RJ,,505.5,466.5,,1,1.0,500.0,D,E,F,B,3.0,E,B,C,A,A,B,D,A,A
2236854,2021,17 anos,F,Branca,1,cursando,0,Não respondeu,Vitória da Conquista,BA,,627.1,641.7,,0,1.0,720.0,G,G,D,E,4.0,H,C,D,B,B,B,E,D,B
2239598,2021,17 anos,M,Branca,1,cursando,0,Pública,Frutal,MG,,560.0,584.6,,0,1.0,620.0,E,F,C,D,4.0,H,C,D,B,A,B,D,C,B
2240831,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Fortaleza,CE,,525.6,476.0,,1,1.0,420.0,E,F,B,B,3.0,J,C,D,B,A,B,D,B,B
2241929,2021,Entre 31 e 35 anos,M,Parda,1,concluiu,0,Não respondeu,Aracaju,SE,,361.3,353.3,,0,1.0,780.0,B,B,A,A,6.0,B,B,D,A,B,B,D,B,B
2242539,2021,18 anos,M,Parda,1,cursando,0,Privada,Poá,SP,,350.2,444.7,,0,4.0,0.0,E,F,B,B,4.0,E,C,C,C,A,B,C,B,B
2243150,2021,Entre 26 e 30 anos,F,Parda,1,concluiu,12,Não respondeu,União da Vitória,PR,,590.4,565.2,,1,1.0,600.0,B,B,B,B,4.0,C,B,C,B,A,B,C,A,B
2246143,2021,19 anos,F,Branca,1,concluiu,1,Não respondeu,Natal,RN,,582.4,494.3,,1,1.0,880.0,E,D,D,B,3.0,D,D,D,B,A,B,D,B,B
2251608,2021,22 anos,M,Parda,1,concluiu,4,Não respondeu,Santarém,PA,,400.1,412.0,,1,1.0,640.0,E,E,F,B,5.0,E,B,E,A,B,B,E,A,B
2254232,2021,17 anos,M,Parda,1,cursando,0,Pública,Juazeiro do Norte,CE,,376.8,507.9,,1,1.0,460.0,E,E,F,C,4.0,B,C,C,B,C,B,E,B,B
2261902,2021,21 anos,F,Parda,1,concluiu,1,Não respondeu,Abaetetuba,PA,,346.9,353.5,,1,1.0,580.0,B,A,A,A,5.0,C,B,C,A,A,B,C,A,B
2263753,2021,17 anos,M,Branca,1,cursando,0,Pública,Caraguatatuba,SP,,479.9,481.7,,0,1.0,560.0,B,E,C,C,3.0,F,C,D,B,A,B,D,B,B
