,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
2693762,2019,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,São João del Rei,MG,,470.3,474.0,,1,1.0,620.0,B,C,A,B,2,D,B,C,A,A,B,C,B,B
2694391,2019,18 anos,M,Branca,1,concluiu,Não respondeu,Araruama,RJ,,550.2,557.8,,0,1.0,600.0,D,E,D,D,4,H,C,D,C,A,C,D,C,B
2695204,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Patos de Minas,MG,,595.0,556.6,,0,1.0,720.0,E,E,D,D,3,F,D,E,B,B,B,D,B,B
2695503,2019,17 anos,F,Parda,1,cursando,Pública,Timbiras,MA,,395.0,456.2,,1,3.0,0.0,B,E,B,A,3,B,B,E,A,A,B,C,A,B
2696518,2019,Entre 41 e 45 anos,M,Parda,1,concluiu,Não respondeu,Salvador,BA,,537.5,498.3,,0,1.0,600.0,B,B,C,D,4,D,B,C,A,A,B,B,A,B
2700569,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Parintins,AM,,457.8,496.5,,1,1.0,360.0,B,C,B,B,3,B,B,B,A,B,B,B,B,A
2708519,2019,Entre 36 e 40 anos,M,Parda,1,concluiu,Não respondeu,Vitória,ES,,402.9,421.0,,1,1.0,400.0,H,H,A,B,3,D,B,C,A,A,B,C,B,B
2708660,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Guarulhos,SP,,452.3,542.1,,1,1.0,480.0,F,F,B,B,5,E,B,C,B,A,B,D,B,B
2709938,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Natal,RN,,500.3,534.1,,0,1.0,740.0,B,B,C,D,2,E,B,C,A,A,B,C,B,B
2712046,2019,22 anos,M,Parda,1,concluiu,Não respondeu,Leme,SP,,508.4,511.6,,0,1.0,600.0,D,C,B,F,5,D,B,C,B,B,B,B,B,B
2712345,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Garopaba,SC,,666.5,578.3,,0,1.0,720.0,E,E,C,B,1,B,B,C,A,A,B,B,B,A
2714363,2019,19 anos,F,Branca,1,cursando,Pública,Batalha,AL,,418.4,537.2,,1,1.0,680.0,H,H,F,F,3,B,B,C,A,A,B,C,A,A
2715023,2019,22 anos,F,Branca,1,concluiu,Não respondeu,Santo Ângelo,RS,,450.8,482.9,,0,1.0,560.0,D,B,C,B,4,G,B,C,A,A,B,C,A,B
2717372,2019,Entre 46 e 50 anos,F,Parda,1,concluiu,Não respondeu,João Pessoa,PB,,394.4,397.2,,0,6.0,0.0,E,E,B,B,6,E,B,D,A,A,B,E,A,B
2718080,2019,24 anos,M,Branca,1,concluiu,Não respondeu,Sapiranga,RS,,621.3,574.7,,1,1.0,680.0,E,E,B,B,2,B,B,D,A,A,B,C,B,B
2719882,2019,18 anos,F,Parda,1,concluiu,Não respondeu,Bacuri,MA,,573.1,551.8,,0,1.0,540.0,B,G,A,D,3,G,B,C,A,A,B,B,B,B
2722477,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Belo Horizonte,MG,,501.1,490.2,,0,1.0,580.0,B,G,A,D,2,I,B,C,A,B,B,C,A,B
2722870,2019,17 anos,F,Branca,1,cursando,Pública,Aparecida do Taboado,MS,,473.4,486.3,,1,1.0,560.0,F,G,D,D,4,F,D,D,B,A,B,E,C,B
2727657,2019,17 anos,M,Branca,1,cursando,Pública,Andradina,SP,,379.8,479.2,,0,1.0,580.0,D,D,C,C,4,D,C,D,C,A,B,D,B,B
2729573,2019,18 anos,M,Branca,1,cursando,Pública,Goiânia,GO,,435.5,434.1,,0,1.0,340.0,E,E,C,C,3,C,B,C,B,A,B,D,A,B
2733050,2019,Entre 56 e 60 anos,F,Parda,1,concluiu,Não respondeu,Itaituba,PA,,423.4,509.0,,1,1.0,260.0,A,A,A,A,4,B,B,B,A,A,B,B,A,A
2735500,2019,18 anos,M,Branca,1,cursando,Pública,Assis Chateaubriand,PR,,538.9,531.0,,1,1.0,560.0,G,E,E,D,1,B,B,C,B,B,B,B,A,B
2738778,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Assis Chateaubriand,PR,,523.2,570.3,,1,1.0,500.0,B,B,F,A,2,D,B,C,A,A,B,C,A,B
2739643,2019,18 anos,M,Preta,1,cursando,Pública,Crateús,CE,,421.0,373.8,,1,1.0,520.0,E,E,C,A,5,C,B,C,A,B,B,E,A,B
2742952,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Cuiabá,MT,,401.5,504.0,,1,1.0,580.0,G,G,E,D,3,D,B,C,C,B,B,D,B,B
2745021,2019,18 anos,F,Preta,1,cursando,Pública,Barbalha,CE,,440.3,403.1,,1,1.0,300.0,H,H,F,F,4,B,A,A,A,A,A,A,A,A
2747112,2019,17 anos,M,Amarela,1,cursando,Pública,Ananindeua,PA,,579.2,552.3,,1,1.0,940.0,D,E,C,B,6,D,C,D,A,A,B,C,A,B
2748605,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Rio de Janeiro,RJ,,548.8,456.7,,0,1.0,880.0,G,G,E,E,4,Q,C,D,B,A,B,D,C,B
2750321,2019,25 anos,M,Preta,1,concluiu,Não respondeu,Porto Alegre,RS,,497.8,515.7,,0,1.0,580.0,B,E,C,B,2,E,B,C,B,A,B,C,B,B
2751023,2019,18 anos,M,Parda,1,concluiu,Não respondeu,Brasília,DF,,543.5,543.6,,1,1.0,600.0,E,E,C,D,5,C,B,B,B,A,B,D,A,B
2751401,2019,17 anos,F,Parda,1,cursando,Não respondeu,Juara,MT,,488.8,558.3,,1,1.0,560.0,E,F,D,D,3,G,C,C,C,B,C,D,C,B
2752350,2019,18 anos,M,Parda,1,cursando,Pública,Lagoa Vermelha,RS,,383.1,427.4,,1,1.0,620.0,C,B,A,F,4,B,B,D,B,B,B,D,A,A
2757228,2019,Entre 51 e 55 anos,F,Branca,1,concluiu,Não respondeu,Praia Grande,SP,,572.3,537.7,,1,1.0,520.0,B,F,D,D,3,K,B,B,B,B,B,D,C,B
2760995,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Sombrio,SC,,597.3,576.6,,0,1.0,540.0,B,B,A,A,4,G,B,D,C,A,B,E,C,B
2761320,2019,17 anos,F,Branca,2,cursando,Privada,São Paulo,SP,,528.9,539.1,,0,1.0,660.0,D,E,C,D,4,D,C,D,C,A,C,E,C,B
2764317,2019,23 anos,M,Parda,1,concluiu,Não respondeu,Recife,PE,,497.2,597.9,,1,1.0,780.0,H,D,F,B,2,B,B,B,A,A,B,B,A,A
2768011,2019,17 anos,F,Parda,1,cursando,Não respondeu,Brasília,DF,,528.6,540.9,,0,1.0,860.0,G,G,E,E,3,M,C,D,B,A,B,D,C,B
2769232,2019,18 anos,M,Parda,1,cursando,Pública,Curitiba,PR,,503.9,540.2,,1,1.0,640.0,D,H,C,F,4,B,B,D,B,A,B,B,B,B
2771112,2019,18 anos,M,Branca,1,cursando,Pública,São José dos Campos,SP,,524.5,564.5,,0,1.0,480.0,B,H,C,F,2,C,B,C,B,A,B,C,B,B
2772080,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Presidente Prudente,SP,,423.2,538.6,,0,1.0,580.0,C,E,F,D,3,H,B,C,B,A,B,C,A,B
2773475,2019,Menor de 17 anos,M,Branca,1,não concluiu,Não respondeu,Araripe,CE,,520.7,561.8,,0,1.0,480.0,G,G,D,D,5,I,D,D,B,B,C,E,D,B
2776248,2019,17 anos,F,Branca,1,cursando,Não respondeu,Campo Grande,MS,,411.5,453.1,,0,4.0,0.0,E,E,C,C,3,C,C,D,A,A,B,D,B,B
2777306,2019,24 anos,M,Parda,1,concluiu,Não respondeu,Itapetininga,SP,,448.4,388.6,,0,1.0,320.0,E,E,C,C,2,B,B,C,A,A,B,C,A,B
2777975,2019,18 anos,F,Parda,1,concluiu,Não respondeu,Areia Branca,RN,,549.0,543.0,,1,1.0,600.0,E,B,D,D,3,D,B,C,B,A,B,C,A,B
2781066,2019,18 anos,F,Amarela,1,cursando,Pública,Resende,RJ,,519.4,555.4,,0,1.0,620.0,E,F,C,D,5,C,B,D,B,A,B,D,B,B
2783217,2019,Entre 26 e 30 anos,F,Parda,1,cursando,Pública,Aparecida de Goiânia,GO,,473.1,508.9,,1,1.0,360.0,B,E,A,C,6,A,A,A,A,A,B,B,A,A
2784408,2019,24 anos,M,Parda,1,concluiu,Não respondeu,São Paulo,SP,,460.4,526.2,,1,1.0,560.0,E,E,B,C,3,D,B,C,A,A,B,D,B,B
2784700,2019,17 anos,M,Branca,1,cursando,Pública,Campo Largo,PR,,437.5,457.9,,0,1.0,380.0,D,E,B,B,2,E,B,C,B,B,B,C,B,B
2790060,2019,20 anos,F,Parda,1,concluiu,Não respondeu,Nova Iguaçu,RJ,,500.7,552.0,,0,1.0,540.0,E,B,C,B,3,C,B,C,A,A,B,D,B,B
2791409,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Fortaleza,CE,,500.9,511.8,,1,1.0,560.0,E,F,E,D,3,E,B,C,B,A,B,D,B,B
2797673,2019,19 anos,M,Preta,1,concluiu,Não respondeu,Eunápolis,BA,,489.0,507.9,,1,1.0,560.0,G,E,D,F,3,D,B,C,A,A,B,B,A,B
2800346,2019,19 anos,M,Preta,1,concluiu,Não respondeu,Nazaré,BA,,371.9,481.5,,0,1.0,280.0,C,F,A,D,2,E,B,C,A,B,B,C,B,B
2802561,2019,Entre 36 e 40 anos,F,Branca,1,concluiu,Não respondeu,Barra Mansa,RJ,,516.1,534.2,,1,1.0,380.0,E,E,F,F,4,A,B,B,B,A,B,C,B,B
2805441,2019,22 anos,M,Parda,1,concluiu,Não respondeu,São José,SC,,468.0,536.0,,1,1.0,520.0,A,E,A,B,5,C,B,B,A,A,B,C,A,B
2806460,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Jaboticabal,SP,,392.6,447.3,,1,1.0,600.0,C,C,B,B,3,C,B,C,B,B,B,C,A,B
2806970,2019,17 anos,M,Branca,1,cursando,Pública,Marechal Cândido Rondon,PR,,570.0,588.3,,0,1.0,620.0,F,C,D,A,3,I,C,E,B,A,C,C,B,B
2809093,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Recife,PE,,568.9,574.1,,0,1.0,740.0,E,E,B,B,5,E,B,C,A,A,B,C,A,B
2809986,2019,17 anos,F,Branca,1,cursando,Não respondeu,Primavera do Leste,MT,,480.8,501.0,,0,1.0,520.0,B,E,A,F,4,E,C,D,C,A,B,D,A,B
2812274,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Alagoinha,PB,,565.4,488.8,,1,1.0,460.0,B,A,A,A,6,C,B,D,A,A,B,D,A,B
2814043,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Janaúba,MG,,454.1,450.1,,1,1.0,560.0,E,C,B,B,4,C,B,D,A,A,B,C,B,B
2817237,2019,18 anos,M,Parda,1,cursando,Pública,Uberaba,MG,,419.0,482.0,,0,1.0,460.0,B,B,B,B,2,B,A,C,B,B,B,B,B,B
2819343,2019,21 anos,M,Amarela,2,cursando,Pública,Valença,RJ,,365.9,530.9,,0,1.0,460.0,H,F,D,B,4,C,C,D,C,A,B,D,C,B
2820739,2019,18 anos,M,Parda,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,616.6,590.0,,0,1.0,600.0,F,E,F,F,7,K,C,E,B,A,B,E,D,B
2824997,2019,Menor de 17 anos,F,Amarela,1,cursando,Não respondeu,Uberaba,MG,,458.7,482.9,,0,1.0,480.0,D,D,D,B,4,H,D,D,C,A,C,E,D,B
2827902,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Francisco Beltrão,PR,,490.9,449.2,,1,1.0,600.0,C,B,A,A,3,C,B,C,A,B,B,B,A,B
2831004,2019,18 anos,F,Parda,1,cursando,Pública,Timon,MA,,549.1,578.0,,1,1.0,760.0,C,D,B,B,7,D,C,D,B,C,B,E,B,B
2831238,2019,17 anos,F,Não declarado,1,cursando,Privada,Iguape,SP,,517.4,520.3,,1,1.0,600.0,H,G,F,D,2,F,D,D,B,A,B,C,B,B
2835202,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Belo Horizonte,MG,,649.4,595.7,,0,1.0,800.0,F,D,D,D,4,G,C,D,B,B,B,D,B,B
2836911,2019,21 anos,M,Branca,1,concluiu,Não respondeu,Ilha Solteira,SP,,361.2,439.5,,1,1.0,400.0,C,B,A,B,2,C,B,C,B,B,B,C,B,B
2839233,2019,19 anos,M,Branca,1,cursando,Pública,Goiás,GO,,512.5,402.1,,0,1.0,560.0,E,E,C,B,3,L,D,D,B,A,B,D,A,B
2854102,2019,22 anos,M,Parda,1,concluiu,Não respondeu,Maceió,AL,,451.4,537.6,,0,1.0,580.0,B,D,A,B,5,B,B,C,A,A,B,E,B,B
2856928,2019,17 anos,F,Preta,1,cursando,Pública,São Paulo,SP,,533.8,518.2,,0,1.0,580.0,E,E,B,B,5,B,B,C,B,A,B,E,B,B
2860303,2019,18 anos,F,Parda,1,cursando,Pública,Belém,PA,,384.1,504.9,,0,1.0,460.0,E,C,F,B,3,B,B,C,A,B,B,B,A,A
2861211,2019,Entre 51 e 55 anos,M,Branca,1,concluiu,Não respondeu,São Paulo,SP,,440.7,493.0,,1,1.0,260.0,B,H,A,D,2,C,B,B,A,B,B,C,B,A
2863599,2019,18 anos,M,Preta,1,cursando,Pública,Cariacica,ES,,565.1,583.2,,1,1.0,500.0,E,E,F,F,4,C,B,C,B,A,B,C,B,B
2867161,2019,23 anos,M,Parda,1,concluiu,Não respondeu,Jequié,BA,,485.8,551.3,,1,1.0,500.0,B,E,C,F,3,C,B,C,A,A,B,D,B,B
2874006,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Portel,PA,,484.8,447.7,,1,1.0,520.0,B,B,A,A,4,B,A,A,A,A,A,B,A,A
2876111,2019,21 anos,M,Branca,2,cursando,Pública,Petrolina,PE,,,,,0,,,B,B,B,B,4,B,B,C,A,A,B,B,B,A
2877016,2019,17 anos,M,Parda,2,cursando,Não respondeu,Guarulhos,SP,,545.5,530.8,,0,1.0,780.0,E,B,C,B,6,C,B,C,B,A,B,C,B,B
2877227,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,São Paulo,SP,,345.7,496.7,,1,1.0,560.0,C,E,F,B,3,B,B,B,A,A,B,D,B,B
2878384,2019,17 anos,F,Parda,1,cursando,Pública,Sabará,MG,,491.6,500.3,,0,1.0,600.0,C,E,F,D,5,G,C,E,B,A,C,E,B,B
2881811,2019,17 anos,M,Parda,1,cursando,Privada,Jaboticabal,SP,,610.2,569.9,,0,1.0,740.0,F,F,D,D,4,F,B,C,B,A,B,D,B,B
2888071,2019,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,São Pedro da Aldeia,RJ,,641.2,580.9,,0,1.0,780.0,E,E,B,B,5,G,B,C,A,A,B,C,B,B
2891099,2019,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Santa Cruz,RN,,517.4,504.1,,0,1.0,560.0,A,A,A,A,6,F,B,C,A,A,B,C,B,A
2893873,2019,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Taboão da Serra,SP,,542.7,554.7,,0,1.0,760.0,E,E,D,D,3,E,C,D,B,A,B,D,D,B
2895676,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Vila Velha,ES,,400.2,530.1,,1,1.0,640.0,F,E,D,B,3,C,B,C,B,B,B,D,B,B
2895698,2019,20 anos,F,Branca,1,concluiu,Não respondeu,Carutapera,MA,,477.3,488.0,,1,1.0,560.0,B,E,A,A,8,A,B,C,A,A,B,B,A,A
2904339,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Viçosa,MG,,659.0,627.1,,1,1.0,860.0,D,B,B,B,4,C,B,D,A,B,B,D,B,B
2909465,2019,17 anos,F,Branca,1,cursando,Não respondeu,Rio de Janeiro,RJ,,559.3,586.4,,0,1.0,340.0,F,E,D,D,4,C,B,C,B,A,B,E,B,B
2910403,2019,17 anos,F,Branca,1,cursando,Não respondeu,Balsas,MA,,463.5,539.5,,1,1.0,580.0,E,E,D,D,4,H,C,D,C,B,B,E,C,B
2914437,2019,19 anos,F,Parda,1,cursando,Pública,Balsas,MA,,462.4,517.0,,0,1.0,360.0,H,D,F,A,5,B,B,D,A,B,B,D,A,B
2914869,2019,Entre 31 e 35 anos,M,Branca,2,concluiu,Não respondeu,Nova Xavantina,MT,,442.0,410.3,,1,6.0,0.0,D,D,A,A,3,C,C,D,B,B,B,C,B,B
2915747,2019,22 anos,F,Branca,1,concluiu,Não respondeu,Rio Branco,AC,,489.0,566.5,,1,1.0,820.0,B,E,A,B,2,H,B,C,A,B,B,C,B,B
2916647,2019,24 anos,M,Parda,1,concluiu,Não respondeu,Diadema,SP,,527.3,556.4,,0,1.0,460.0,B,C,B,B,4,C,B,B,B,A,B,C,B,B
2921401,2019,17 anos,M,Parda,1,cursando,Pública,Luz,MG,,402.9,424.7,,1,1.0,380.0,D,F,D,D,4,E,C,D,B,A,B,E,B,B
2922369,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Taquaritinga,SP,,517.8,527.8,,1,1.0,560.0,F,F,D,D,5,D,C,D,B,B,B,E,B,B
2923697,2019,20 anos,M,Amarela,1,concluiu,Não respondeu,Januária,MG,,439.7,526.0,,1,1.0,600.0,D,G,B,D,1,B,B,B,A,A,B,B,A,A
2924065,2019,21 anos,F,Branca,1,concluiu,Não respondeu,Boa Esperança,MG,,676.8,593.9,,1,1.0,920.0,C,F,A,D,3,F,B,D,A,A,B,B,B,B
2931941,2019,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Goiânia,GO,,454.7,411.4,,1,1.0,240.0,A,E,A,B,1,C,B,B,A,A,B,B,B,A
2934441,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Cerro Largo,RS,,582.7,592.8,,0,1.0,640.0,D,E,D,D,4,G,B,D,C,B,B,E,C,B
2936656,2019,25 anos,M,Preta,1,concluiu,Não respondeu,Pacajá,PA,,366.3,506.4,,0,1.0,580.0,B,B,A,A,7,B,B,D,A,B,B,B,B,A
2939106,2019,19 anos,M,Preta,1,cursando,Não respondeu,Muzambinho,MG,,496.9,402.7,,0,1.0,280.0,H,F,F,F,4,B,B,D,D,C,B,D,B,B
2939782,2019,Entre 41 e 45 anos,F,Preta,1,concluiu,Não respondeu,Currais Novos,RN,,565.2,560.1,,1,1.0,660.0,C,C,A,A,5,D,B,D,A,B,B,D,B,B
2942673,2019,19 anos,M,Branca,1,cursando,Pública,Mococa,SP,,538.7,515.7,,1,1.0,600.0,C,C,C,B,5,I,C,D,B,A,B,E,C,B
2949693,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Colombo,PR,,592.0,543.7,,1,1.0,440.0,E,C,C,B,3,D,B,C,B,A,B,D,B,B
2952527,2019,21 anos,M,Parda,1,concluiu,Não respondeu,Ribeirão Preto,SP,,432.9,477.1,,1,1.0,420.0,D,B,D,B,4,E,D,E,C,C,C,D,A,B
2954822,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Itaquaquecetuba,SP,,469.1,504.2,,1,1.0,440.0,C,E,C,C,9,G,B,D,B,A,B,E,C,B
2955415,2019,Entre 36 e 40 anos,M,Preta,1,concluiu,Não respondeu,Assis,SP,,568.4,567.7,,1,1.0,540.0,E,D,C,B,4,D,B,C,B,B,B,C,A,A
2955900,2019,17 anos,M,Parda,1,cursando,Não respondeu,Rio de Janeiro,RJ,,629.2,576.6,,1,1.0,600.0,E,E,B,B,5,H,B,D,A,A,B,E,B,B
2956301,2019,22 anos,M,Preta,1,concluiu,Não respondeu,Brasília de Minas,MG,,465.1,504.0,,0,1.0,440.0,D,B,C,B,4,D,B,B,B,A,B,E,B,B
2956561,2019,Entre 41 e 45 anos,F,Branca,1,concluiu,Não respondeu,Campo Grande,MS,,572.8,591.3,,1,1.0,520.0,D,E,D,D,5,H,C,D,B,A,B,E,C,B
2964926,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,São Paulo,SP,,567.4,591.7,,0,1.0,560.0,F,F,D,D,4,J,C,C,B,B,B,D,B,B
2965584,2019,17 anos,M,Parda,1,cursando,Privada,Maceió,AL,,622.3,585.2,,0,1.0,860.0,F,F,D,B,4,H,D,D,B,A,B,C,B,B
2968457,2019,20 anos,F,Branca,1,cursando,Pública,Recife,PE,,380.7,444.1,,1,4.0,0.0,B,B,B,B,3,D,B,C,A,A,B,E,A,B
2970269,2019,17 anos,M,Parda,1,cursando,Pública,Alta Floresta,MT,,0.0,0.0,,1,1.0,400.0,C,C,C,F,5,H,B,D,B,B,B,E,A,A
2970502,2019,18 anos,F,Parda,1,cursando,Pública,Boa Vista,RR,,460.2,487.5,,1,1.0,360.0,B,A,B,B,2,C,B,B,A,B,B,C,A,B
2973233,2019,24 anos,F,Parda,1,concluiu,Não respondeu,Camapuã,MS,,422.0,521.1,,0,1.0,700.0,H,H,C,B,2,C,B,B,A,B,B,B,B,B
2974530,2019,18 anos,M,Branca,1,cursando,Pública,Itararé,SP,,521.3,548.4,,1,1.0,520.0,E,F,D,D,5,J,D,D,C,A,B,E,E,B
2985215,2019,22 anos,F,Preta,1,concluiu,Não respondeu,Fortaleza,CE,,353.3,391.7,,1,3.0,0.0,A,C,F,F,2,D,B,C,A,A,B,B,A,A
2987637,2019,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Aparecida de Goiânia,GO,,500.4,425.9,,1,6.0,0.0,H,H,B,B,5,B,C,D,A,A,B,C,A,B
2988661,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Socorro,SP,,471.5,525.1,,1,1.0,660.0,B,D,B,B,3,C,B,B,A,A,B,C,A,B
2989181,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,598.7,530.9,,0,1.0,600.0,E,E,F,D,4,E,B,D,B,A,B,E,B,B
2992804,2019,Entre 36 e 40 anos,M,Branca,1,concluiu,Não respondeu,Belo Horizonte,MG,,572.1,506.0,,0,1.0,540.0,D,A,C,B,3,F,B,C,B,A,B,D,B,B
2997955,2019,Entre 26 e 30 anos,F,Preta,1,concluiu,Não respondeu,João Monlevade,MG,,522.9,548.2,,1,1.0,340.0,H,B,F,B,4,B,B,C,B,A,B,C,A,B
2998850,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Manaus,AM,,477.3,562.9,,0,1.0,680.0,C,F,B,F,5,C,B,C,B,A,B,C,C,B
2999354,2019,17 anos,M,Não declarado,2,cursando,Privada,Maringá,PR,,509.4,564.7,,0,1.0,820.0,D,E,C,B,6,H,E,E,B,B,B,E,D,B
3001897,2019,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Itaquaquecetuba,SP,,586.6,564.7,,1,1.0,320.0,E,E,D,F,2,G,C,B,B,A,B,C,C,B
3004911,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Serrana,SP,,566.4,542.7,,1,1.0,520.0,C,B,B,F,4,B,C,D,B,B,B,D,C,B
3006269,2019,18 anos,F,Parda,1,cursando,Pública,Lauro de Freitas,BA,,379.8,457.3,,0,1.0,400.0,E,E,F,B,4,C,C,C,A,A,B,E,B,B
3014392,2019,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Presidente Prudente,SP,,590.7,539.5,,0,1.0,580.0,D,E,C,C,3,D,B,C,B,A,B,C,A,B
3019643,2019,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,São Paulo,SP,,463.4,555.8,,1,1.0,540.0,E,B,B,A,5,G,B,C,A,A,B,C,A,B
3021334,2019,Entre 41 e 45 anos,M,Branca,1,concluiu,Não respondeu,Natal,RN,,476.4,499.3,,1,1.0,480.0,D,D,F,F,4,K,C,C,B,B,B,D,B,B
3021851,2019,19 anos,M,Parda,1,cursando,Pública,São Paulo,SP,,509.9,550.3,,0,1.0,500.0,H,E,F,B,4,G,B,C,A,A,B,D,B,B
3028473,2019,Entre 51 e 55 anos,M,Branca,1,cursando,Pública,Mogi Guaçu,SP,,461.8,505.6,,1,1.0,360.0,H,H,F,F,2,C,B,C,B,A,B,D,B,B
3031197,2019,17 anos,M,Branca,1,cursando,Não respondeu,Nova Iguaçu,RJ,,434.3,559.0,,0,1.0,600.0,F,G,D,E,3,G,C,C,B,A,C,D,D,B
3033370,2019,20 anos,M,Branca,1,concluiu,Não respondeu,Realeza,PR,,542.2,562.6,,1,1.0,520.0,C,E,B,B,4,F,B,C,B,A,B,C,A,A
3034080,2019,18 anos,M,Parda,1,concluiu,Não respondeu,Montes Claros,MG,,522.5,507.4,,1,1.0,580.0,E,F,B,D,3,D,B,C,A,A,B,C,A,A
3036662,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Igarassu,PE,,404.9,550.8,,0,1.0,520.0,G,D,E,B,4,G,C,D,A,A,B,E,A,B
3038752,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Paranavaí,PR,,610.4,588.2,,0,1.0,680.0,F,F,D,D,2,M,D,D,D,C,C,D,C,B
3038904,2019,23 anos,M,Parda,1,concluiu,Não respondeu,Caxias,MA,,467.7,521.2,,0,1.0,620.0,A,A,F,B,4,A,B,C,A,A,B,B,A,A
3041139,2019,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Salvador,BA,,529.8,604.6,,1,1.0,560.0,B,E,B,B,2,E,B,C,A,A,B,C,B,B
3043854,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Olinda,PE,,588.4,572.4,,0,1.0,740.0,G,G,E,E,4,M,E,E,D,A,B,E,D,B
3043881,2019,21 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,,599.8,591.0,,0,1.0,640.0,E,E,C,D,4,E,B,C,A,A,B,D,B,B
3046315,2019,18 anos,M,Parda,1,cursando,Pública,Rio das Ostras,RJ,,584.1,579.0,,0,1.0,800.0,G,E,D,F,4,J,D,C,B,A,B,E,D,B
3047023,2019,17 anos,M,Preta,1,cursando,Pública,Campina Grande,PB,,560.1,550.5,,0,1.0,680.0,G,E,F,B,4,D,B,C,A,A,B,D,B,B
3047636,2019,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Teresina,PI,,498.0,536.6,,1,1.0,520.0,E,E,D,B,4,C,B,B,A,A,B,D,B,B
3048395,2019,24 anos,F,Branca,1,cursando,Pública,São Leopoldo,RS,,521.2,461.8,,0,1.0,440.0,H,C,F,A,3,E,B,C,A,A,B,C,A,B
3049431,2019,20 anos,M,Parda,1,concluiu,Não respondeu,São Luís,MA,,432.2,466.9,,1,1.0,620.0,A,E,C,B,5,C,C,D,A,A,B,C,A,B
3049681,2019,18 anos,F,Branca,1,cursando,Pública,Joinville,SC,,584.7,577.0,,0,1.0,580.0,F,F,D,B,3,G,B,C,B,A,B,D,B,B
3050897,2019,21 anos,F,Parda,1,concluiu,Não respondeu,Brasília,DF,,442.4,495.5,,1,1.0,620.0,E,E,B,B,3,C,C,D,B,A,B,C,A,B
