,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
4461618,2020,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,São José,SC,,,,,1,,,B,G,C,D,2.0,A,C,B,B,A,B,C,C,B
4461684,2020,Entre 41 e 45 anos,M,Branca,1,concluiu,Não respondeu,Timon,MA,,,,,1,,,C,C,A,C,4.0,G,B,C,A,A,B,E,A,B
4466061,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Orlândia,SP,,,,,0,,,F,F,A,E,2.0,J,D,D,C,A,B,C,B,B
4469169,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Canguaretama,RN,,,,,1,,,B,B,A,A,6.0,B,B,C,A,A,B,B,A,B
4469332,2020,Entre 41 e 45 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,B,B,B,B,2.0,A,B,B,A,A,B,C,B,B
4471028,2020,18 anos,M,Branca,1,cursando,Pública,Recife,PE,,,,,0,,,E,E,B,B,3.0,C,B,C,A,A,B,C,B,B
4472804,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Parauapebas,PA,,,,,0,,,A,A,B,B,3.0,B,B,C,A,A,B,C,B,B
4473710,2020,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,Manaus,AM,,,,,0,,,E,E,C,B,1.0,D,B,B,A,A,B,B,B,B
4477176,2020,19 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,H,E,F,B,3.0,D,B,B,A,A,B,D,B,B
4480184,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,São Bento do Una,PE,,,,,0,,,D,E,A,C,4.0,C,B,D,A,A,B,C,A,B
4482673,2020,20 anos,M,Parda,1,cursando,Pública,Campo Grande,MS,,,,,0,,,E,E,B,B,3.0,C,B,C,A,A,C,D,B,B
4484204,2020,18 anos,M,Parda,1,cursando,Pública,Planaltina,GO,,,,,0,,,B,D,C,B,4.0,B,B,C,A,A,B,C,A,B
4484940,2020,23 anos,M,Parda,1,concluiu,Não respondeu,Brasília,DF,,,,,0,,,B,E,B,B,5.0,F,C,E,B,B,B,E,B,B
4485275,2020,24 anos,M,Parda,1,concluiu,Não respondeu,Brasília,DF,,,,,1,,,E,E,A,C,3.0,C,B,D,A,B,B,D,C,B
4486692,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Porto Velho,RO,,,,,0,,,A,E,B,C,3.0,F,B,C,B,A,B,D,B,B
4487582,2020,21 anos,M,Parda,1,concluiu,Não respondeu,Nova Iguaçu,RJ,,,,,0,,,E,E,C,F,4.0,C,B,C,B,A,B,D,B,B
4488628,2020,18 anos,M,Branca,1,cursando,Pública,Aquidauana,MS,,,,,0,,,E,E,B,B,3.0,F,C,D,C,A,B,D,B,B
4492227,2020,19 anos,M,Parda,1,concluiu,Não respondeu,Solonópole,CE,,,,,0,,,H,E,F,B,3.0,C,B,C,A,A,B,D,B,B
4494891,2020,19 anos,F,Branca,1,concluiu,Não respondeu,Uberlândia,MG,,,,,1,,,B,C,C,F,3.0,F,B,C,B,C,B,D,B,A
4495153,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Cerqueira César,SP,,,,,0,,,E,E,D,D,4.0,H,D,E,C,E,C,A,B,B
4497096,2020,17 anos,M,Parda,1,cursando,Não respondeu,Jaguaruana,CE,,,,,1,,,B,B,A,B,3.0,B,B,C,A,B,B,C,A,B
4497503,2020,18 anos,F,Amarela,1,cursando,Pública,Recife,PE,,,,,1,,,B,B,A,B,4.0,C,C,C,A,A,B,D,A,B
4499070,2020,Menor de 17 anos,M,Não declarado,1,cursando,Não respondeu,Jaguaquara,BA,666.8,,,725.0,0,,,D,E,D,D,4.0,H,E,D,C,A,C,D,C,B
4499852,2020,17 anos,M,Parda,1,cursando,Pública,Boa Vista,RR,385.1,,,383.5,1,,,F,G,B,B,3.0,D,B,B,B,B,B,C,B,B
4500926,2020,20 anos,F,Parda,2,concluiu,Não respondeu,Açailândia,MA,,,,,0,,,E,C,A,B,7.0,B,B,D,B,B,B,C,A,A
4501890,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Tailândia,PA,,,,,1,,,B,D,A,B,6.0,B,B,D,A,B,B,C,A,B
4502304,2020,17 anos,F,Branca,1,cursando,Não respondeu,Serrinha,BA,345.3,,,397.7,0,,,E,F,D,B,5.0,B,B,D,B,C,B,E,B,B
4505457,2020,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Rio Grande,RS,,,,,1,,,B,C,B,B,2.0,C,B,B,B,A,B,B,A,B
4508353,2020,17 anos,F,Parda,1,cursando,Não respondeu,Conselheiro Lafaiete,MG,,,,,1,,,B,C,C,B,3.0,D,B,C,B,A,B,D,A,B
4508559,2020,18 anos,M,Parda,1,cursando,Não respondeu,Breu Branco,PA,,,,,0,,,B,E,C,B,5.0,B,B,C,A,A,B,B,A,A
4510680,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Nova Iguaçu,RJ,,,,,0,,,D,D,B,B,4.0,D,B,C,B,A,C,C,A,B
4512142,2020,Entre 31 e 35 anos,M,Preta,1,concluiu,Não respondeu,São João de Meriti,RJ,,,,,1,,,B,B,B,B,1.0,B,B,A,A,A,B,B,A,A
4512868,2020,23 anos,M,Parda,1,concluiu,Não respondeu,Marechal Cândido Rondon,PR,,,,,1,,,E,E,B,B,2.0,C,B,C,A,B,B,B,B,B
4514098,2020,23 anos,F,Branca,1,concluiu,Não respondeu,Fernandópolis,SP,,,,,0,,,F,F,D,D,5.0,K,C,D,B,A,C,D,B,B
4515251,2020,18 anos,M,Branca,1,cursando,Pública,Londrina,PR,,,,,1,,,E,D,A,B,3.0,A,B,C,B,B,B,C,B,B
4517423,2020,18 anos,F,Preta,1,cursando,Pública,São José da Tapera,AL,548.6,,,591.1,1,,,A,F,A,D,2.0,B,B,C,B,A,B,C,B,B
4521394,2020,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Bauru,SP,,,,,0,,,D,F,C,B,2.0,H,C,D,B,A,B,C,B,B
4522964,2020,17 anos,F,Parda,1,cursando,Pública,Presidente Dutra,MA,,,,,0,,,H,H,A,A,3.0,B,B,D,A,B,B,C,A,B
4523337,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Taboão da Serra,SP,,,,,1,,,A,B,B,B,1.0,D,B,B,A,A,B,B,A,B
4523453,2020,24 anos,F,Parda,1,concluiu,Não respondeu,Lagarto,SE,,,,,1,,,H,B,A,A,2.0,D,B,D,A,A,B,B,B,B
4523614,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Fortaleza,CE,,,,,1,,,A,B,A,A,3.0,B,B,C,A,A,B,C,A,B
4529618,2020,19 anos,M,Não declarado,1,concluiu,Não respondeu,Brasília,DF,,,,,1,,,E,F,C,D,3.0,H,B,C,D,A,B,D,B,B
4531096,2020,18 anos,F,Parda,1,cursando,Pública,Cubatão,SP,,,,,0,,,E,E,C,F,4.0,E,B,C,B,A,B,C,B,B
4532255,2020,23 anos,F,Parda,1,concluiu,Não respondeu,Arapiraca,AL,455.8,,,568.0,0,,,E,E,D,A,3.0,B,B,B,A,B,B,C,A,B
4535728,2020,25 anos,F,Branca,2,concluiu,Não respondeu,São José,SC,,,,,1,,,E,D,F,B,2.0,E,C,C,B,B,B,C,A,B
4536260,2020,23 anos,M,Parda,1,cursando,Pública,Santa Helena de Goiás,GO,,,,,1,,,C,C,B,B,5.0,F,B,D,A,A,B,D,A,B
4537568,2020,19 anos,F,Preta,1,concluiu,Não respondeu,Cuiabá,MT,378.8,,,493.8,1,,,C,G,B,D,3.0,B,C,D,B,A,B,D,A,B
4540001,2020,18 anos,M,Branca,1,cursando,Pública,Parauapebas,PA,,,,,0,,,D,E,D,D,4.0,G,C,D,B,B,B,D,C,B
4541151,2020,21 anos,F,Branca,1,concluiu,Não respondeu,Rio Grande,RS,,,,,1,,,C,E,C,B,2.0,C,B,C,A,B,B,C,B,B
4541956,2020,17 anos,M,Branca,1,cursando,Pública,Arapongas,PR,,,,,0,,,D,E,C,B,3.0,H,C,C,B,C,B,D,B,B
4542717,2020,Entre 41 e 45 anos,M,Parda,1,concluiu,Não respondeu,Recife,PE,,,,,0,,,B,B,C,B,1.0,D,B,C,A,A,B,B,B,B
4544332,2020,17 anos,M,Parda,1,cursando,Não respondeu,Senhor do Bonfim,BA,,,,,0,,,G,G,E,D,4.0,H,C,D,B,A,B,D,B,B
4544952,2020,19 anos,M,Não declarado,1,concluiu,Não respondeu,Ponta Grossa,PR,,,,,0,,,H,H,F,F,4.0,C,B,D,B,A,B,E,B,B
4545340,2020,Entre 31 e 35 anos,M,Branca,1,concluiu,Não respondeu,Joinville,SC,,,,,1,,,B,E,C,B,4.0,H,B,C,A,A,B,E,B,B
4545599,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Teresina,PI,,,,,1,,,E,G,D,D,4.0,H,C,E,B,A,B,E,B,B
4545707,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Cuiabá,MT,,,,,1,,,H,E,D,C,3.0,C,C,C,A,A,B,B,A,A
4546160,2020,20 anos,M,Parda,1,concluiu,Não respondeu,São Carlos,SP,,,,,0,,,E,E,E,B,5.0,F,B,C,B,A,B,C,B,B
4547992,2020,17 anos,M,Branca,1,cursando,Não respondeu,Varginha,MG,,,,,0,,,C,E,D,A,3.0,B,B,C,A,A,B,C,A,B
4548228,2020,Entre 46 e 50 anos,M,Parda,1,concluiu,Não respondeu,Nova Olímpia,MT,,,,,1,,,A,A,A,A,4.0,C,B,C,B,A,B,C,B,B
4548495,2020,19 anos,F,Preta,1,concluiu,Não respondeu,Ijuí,RS,,,,,1,,,E,D,B,B,5.0,B,B,C,A,A,B,C,A,B
4548771,2020,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,Planaltina,GO,,,,,1,,,B,G,B,D,4.0,B,B,C,A,A,B,A,B,B
4549480,2020,23 anos,M,Branca,1,concluiu,Não respondeu,Rio Grande,RS,,,,,1,,,E,E,C,B,3.0,F,B,C,B,A,B,A,B,B
4553285,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Ribeirão das Neves,MG,,,,,0,,,E,E,C,B,3.0,C,C,C,B,A,B,D,A,B
4554934,2020,18 anos,M,Parda,1,cursando,Pública,Rio de Janeiro,RJ,,,,,0,,,D,D,D,F,3.0,D,B,C,A,A,B,B,A,B
4554990,2020,20 anos,F,Parda,1,cursando,Pública,Santa Luzia,MA,,,,,1,,,E,D,B,B,4.0,C,B,C,A,A,B,C,A,A
4556242,2020,17 anos,M,Branca,1,cursando,Não respondeu,Niterói,RJ,,,,,0,,,E,F,D,D,4.0,N,D,D,B,A,B,E,D,B
4557506,2020,22 anos,F,Branca,1,concluiu,Não respondeu,Brasília,DF,,,,,1,,,E,E,D,D,5.0,C,E,D,C,A,B,E,C,B
4558068,2020,23 anos,F,Parda,1,concluiu,Não respondeu,Corrente,PI,,,,,1,,,H,C,F,A,3.0,A,B,B,A,A,B,B,A,A
4558282,2020,18 anos,F,Parda,1,concluiu,Não respondeu,Lima Duarte,MG,,,,,0,,,E,G,D,E,4.0,N,C,D,B,B,B,E,D,B
4559037,2020,19 anos,M,Parda,1,concluiu,Não respondeu,Brasília,DF,,,,,1,,,C,E,C,B,3.0,D,B,C,B,A,B,D,A,B
4560462,2020,20 anos,F,Branca,1,concluiu,Não respondeu,Cupira,PE,,,,,1,,,C,C,B,B,3.0,B,C,D,B,A,B,C,B,B
4560676,2020,25 anos,F,Amarela,1,cursando,Pública,Serra,ES,,,,,0,,,B,C,A,B,1.0,B,B,B,A,A,B,B,B,B
4560911,2020,18 anos,F,Parda,1,cursando,Não respondeu,Maracás,BA,,,,,1,,,A,F,A,D,8.0,D,B,D,A,A,B,E,A,B
4563949,2020,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Fernandópolis,SP,,,,,0,,,F,E,C,C,5.0,C,C,D,B,B,B,D,C,B
4564207,2020,17 anos,F,Branca,1,cursando,Privada,Ourinhos,SP,,,,,0,,,F,F,E,E,4.0,Q,E,E,D,A,D,E,C,B
4568508,2020,24 anos,F,Parda,1,concluiu,Não respondeu,Mogi das Cruzes,SP,,,,,1,,,B,C,B,B,3.0,B,B,C,A,A,B,D,B,B
4572726,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,São José dos Campos,SP,,,,,1,,,C,B,B,B,3.0,B,B,B,A,A,B,B,B,B
4572802,2020,17 anos,F,Branca,1,cursando,Pública,Maringá,PR,,,,,1,,,D,E,C,B,4.0,F,B,C,A,B,B,D,B,B
4574152,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Açu,RN,,,,,1,,,E,E,C,D,4.0,C,C,D,B,A,B,E,B,B
4575165,2020,19 anos,F,Branca,1,concluiu,Não respondeu,Itajubá,MG,,,,,0,,,E,D,B,B,6.0,B,B,C,A,A,B,C,A,A
4580577,2020,21 anos,F,Parda,1,concluiu,Não respondeu,Contagem,MG,,,,,0,,,E,E,B,B,3.0,B,B,C,A,A,B,C,A,B
4582078,2020,19 anos,F,Branca,1,concluiu,Não respondeu,Dracena,SP,,,,,0,,,E,F,F,D,3.0,I,C,D,C,A,B,D,B,B
4582949,2020,18 anos,F,Branca,1,concluiu,Não respondeu,São João da Boa Vista,SP,,,,,1,,,E,E,C,B,5.0,D,D,C,A,A,B,C,A,B
4584255,2020,17 anos,M,Branca,1,cursando,Pública,Franco da Rocha,SP,478.1,,,561.4,0,,,H,H,B,B,4.0,C,C,C,A,A,C,E,B,B
4584934,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Aracaju,SE,,,,,0,,,E,C,B,B,6.0,C,B,C,A,A,B,C,A,B
4586077,2020,Entre 46 e 50 anos,F,Branca,1,concluiu,Não respondeu,Imperatriz,MA,,,,,0,,,A,D,A,B,4.0,C,B,D,A,B,B,C,B,B
4586522,2020,23 anos,M,Branca,1,concluiu,Não respondeu,Júlio de Castilhos,RS,,,,,1,,,E,E,B,B,6.0,F,C,D,B,A,B,C,A,B
4592018,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Veranópolis,RS,,,,,0,,,C,F,C,B,2.0,H,B,D,B,B,B,D,B,B
4594352,2020,18 anos,F,Parda,1,cursando,Pública,Codó,MA,,,,,1,,,A,B,A,B,4.0,B,B,C,A,A,B,C,A,B
4594437,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Porto Alegre,RS,,,,,0,,,B,A,F,B,4.0,E,B,C,A,A,B,D,B,B
4594581,2020,18 anos,M,Branca,1,concluiu,Não respondeu,Iporá,GO,,,,,1,,,G,G,A,D,3.0,G,C,C,B,B,B,D,B,B
4599650,2020,18 anos,M,Branca,1,cursando,Privada,São Paulo,SP,513.8,,,674.9,0,,,E,E,D,D,3.0,H,C,D,B,A,B,D,C,B
4599955,2020,18 anos,F,Parda,1,cursando,Pública,Leopoldina,MG,,,,,1,,,H,E,F,B,4.0,B,B,D,A,A,C,C,A,B
4600635,2020,17 anos,M,Branca,1,cursando,Privada,Atibaia,SP,,,,,0,,,G,F,D,D,4.0,M,D,D,C,A,C,E,C,B
4604617,2020,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Itajubá,MG,,,,,0,,,F,E,D,D,6.0,H,C,E,C,A,B,E,B,B
4605685,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Curitiba,PR,,,,,0,,,C,D,C,B,4.0,B,B,C,A,A,B,C,A,B
4606622,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Boca da Mata,AL,,,,,1,,,B,C,B,B,3.0,B,B,C,A,A,B,D,A,B
4606649,2020,24 anos,F,Preta,1,concluiu,Não respondeu,Niterói,RJ,,,,,1,,,E,C,B,B,5.0,C,B,B,A,A,B,C,A,B
4607082,2020,17 anos,F,Parda,1,cursando,Não respondeu,Altamira,PA,,,,,0,,,H,D,F,A,4.0,B,C,C,A,B,B,C,A,A
4607547,2020,22 anos,M,Preta,1,concluiu,Não respondeu,Itanhaém,SP,,,,,1,,,H,E,B,B,4.0,D,B,C,A,A,B,D,A,B
4608848,2020,19 anos,F,Branca,1,cursando,Pública,Umuarama,PR,,,,,0,,,B,B,B,B,4.0,C,B,D,B,B,B,B,A,B
4608899,2020,18 anos,F,Branca,1,concluiu,Não respondeu,Caruaru,PE,,,,,1,,,B,E,A,A,2.0,A,B,A,A,A,B,C,A,B
4609287,2020,17 anos,M,Preta,1,cursando,Não respondeu,Santa Maria da Boa Vista,PE,,,,,1,,,B,E,A,A,4.0,B,B,C,B,A,B,E,A,B
4612986,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Cuiabá,MT,,,,,1,,,F,G,D,D,5.0,N,B,C,C,B,B,E,C,B
4613166,2020,19 anos,M,Parda,1,concluiu,Não respondeu,Catolé do Rocha,PB,,,,,1,,,H,E,F,D,3.0,B,B,C,A,A,B,C,A,B
4618728,2020,22 anos,M,Preta,1,concluiu,Não respondeu,Salvador,BA,,,,,1,,,H,C,C,B,7.0,B,B,C,A,A,B,D,A,B
4619026,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Campo Largo,PR,,,,,1,,,C,C,A,A,3.0,C,C,D,B,B,B,D,B,B
4619649,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Jaraguá do Sul,SC,,,,,0,,,G,D,C,C,3.0,F,B,C,B,A,B,D,A,B
4619845,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Andradina,SP,,,,,0,,,D,G,D,E,4.0,F,B,C,B,B,B,D,C,B
4621434,2020,23 anos,M,Parda,1,concluiu,Não respondeu,Grajaú,MA,,,,,1,,,B,A,A,A,3.0,B,B,C,A,A,B,C,A,B
4624652,2020,23 anos,M,Parda,1,concluiu,Não respondeu,Natal,RN,,,,,0,,,E,E,B,F,4.0,B,B,B,A,B,B,B,B,B
4624932,2020,Entre 26 e 30 anos,F,Preta,1,concluiu,Não respondeu,Salvador,BA,,,,,1,,,B,D,C,B,3.0,B,B,B,A,A,B,B,A,B
4626110,2020,25 anos,M,Branca,1,concluiu,Não respondeu,Cabo Frio,RJ,,,,,0,,,F,E,E,B,2.0,C,B,B,A,A,B,B,B,B
4628700,2020,23 anos,F,Branca,1,concluiu,Não respondeu,João Pessoa,PB,,,,,0,,,F,E,E,D,4.0,F,C,D,A,A,B,C,B,B
4629978,2020,Entre 31 e 35 anos,F,Preta,1,concluiu,Não respondeu,Feira de Santana,BA,,,,,1,,,A,A,A,A,2.0,A,B,B,A,A,A,B,A,A
4630482,2020,17 anos,M,Branca,1,cursando,Privada,Caruaru,PE,,,,,1,,,B,C,B,B,4.0,B,C,C,B,A,B,E,B,B
4634253,2020,21 anos,M,Preta,1,concluiu,Não respondeu,Tupã,SP,,,,,0,,,E,G,C,D,3.0,C,B,C,B,A,B,C,A,B
4634984,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Campo Grande,MS,,,,,0,,,E,E,B,B,3.0,B,B,C,A,A,B,C,A,B
4637731,2020,24 anos,F,Branca,1,concluiu,Não respondeu,São José do Egito,PE,,,,,1,,,C,E,A,A,4.0,C,B,D,A,B,B,D,B,B
4637841,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Pedro Afonso,TO,,,,,1,,,H,H,A,A,4.0,C,B,B,A,A,B,B,A,A
4637958,2020,Entre 41 e 45 anos,F,Branca,1,concluiu,Não respondeu,Caieiras,SP,,,,,1,,,D,D,B,B,4.0,C,B,C,B,A,B,B,A,A
4639479,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Joinville,SC,,,,,0,,,D,D,B,B,3.0,D,B,C,A,A,B,D,B,B
4639559,2020,17 anos,F,Parda,1,cursando,Privada,Japeri,RJ,,,,,0,,,E,F,B,D,3.0,H,C,C,B,A,B,D,C,B
4643233,2020,24 anos,F,Parda,1,concluiu,Não respondeu,Barcarena,PA,,,,,1,,,E,E,D,D,5.0,B,B,D,A,A,B,D,A,B
4647225,2020,Entre 56 e 60 anos,F,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,B,B,B,A,4.0,B,B,B,A,A,B,B,B,B
4648755,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Tupã,SP,,,,,0,,,E,F,D,D,5.0,P,E,E,D,A,C,E,C,B
4650264,2020,17 anos,F,Branca,1,cursando,Não respondeu,Mogi Guaçu,SP,,,,,0,,,G,G,E,D,5.0,M,E,D,E,A,D,E,E,B
4654618,2020,19 anos,M,Parda,1,concluiu,Não respondeu,Itapaci,GO,,,,,0,,,B,A,A,B,4.0,B,B,C,B,A,B,D,A,B
4655565,2020,Entre 36 e 40 anos,F,Branca,1,concluiu,Não respondeu,Recife,PE,,,,,1,,,E,F,B,E,4.0,G,C,D,B,A,B,D,C,B
4659105,2020,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Parobé,RS,,,,,1,,,H,B,F,C,2.0,D,B,C,A,A,B,B,B,A
4660490,2020,22 anos,M,Preta,1,concluiu,Não respondeu,Guarulhos,SP,,,,,1,,,D,E,F,D,2.0,C,B,B,A,A,B,C,B,B
4662093,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Irecê,BA,,,,,0,,,E,E,C,C,1.0,B,C,C,A,A,B,B,B,A
4663309,2020,18 anos,M,Parda,1,concluiu,Não respondeu,Muzambinho,MG,,,,,0,,,G,F,E,D,6.0,N,D,D,C,A,B,D,E,B
4663335,2020,17 anos,F,Branca,1,cursando,Pública,Medianeira,PR,,,,,1,,,C,B,C,F,5.0,B,B,D,B,B,B,D,A,B
4663476,2020,17 anos,F,Parda,1,cursando,Pública,Cianorte,PR,,,,,1,,,D,D,A,A,5.0,C,B,D,C,B,B,E,A,B
4663972,2020,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Parnaíba,PI,,,,,1,,,E,E,B,B,3.0,B,B,D,A,A,B,B,A,B
4664266,2020,20 anos,F,Branca,1,concluiu,Não respondeu,São Caetano do Sul,SP,622.1,,,614.6,1,,,F,D,E,B,5.0,E,C,D,A,A,B,D,B,B
4665254,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Campos do Jordão,SP,,,,,1,,,E,E,B,B,5.0,D,B,C,B,A,B,E,B,B
4665687,2020,17 anos,F,Branca,1,cursando,Não respondeu,Foz do Iguaçu,PR,546.8,,,599.4,0,,,G,G,E,D,3.0,H,C,D,A,A,B,D,B,B
4666786,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Belo Horizonte,MG,,,,,0,,,F,E,E,D,5.0,I,C,D,B,A,B,E,B,B
4671380,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Fortaleza,CE,,,,,1,,,E,E,E,C,3.0,I,C,D,B,A,B,D,C,B
4671835,2020,19 anos,F,Parda,1,cursando,Pública,Juazeiro,BA,,,,,1,,,E,E,A,A,5.0,B,B,D,A,A,B,C,A,A
4675698,2020,24 anos,F,Parda,1,concluiu,Não respondeu,Lages,SC,,,,,1,,,D,A,C,B,2.0,D,B,C,A,A,B,C,A,B
4676649,2020,19 anos,M,Branca,1,cursando,Pública,Volta Redonda,RJ,,,,,0,,,F,G,D,D,4.0,H,D,D,C,A,C,E,B,B
4676650,2020,17 anos,M,Parda,1,cursando,Não respondeu,Gurupi,TO,,,,,0,,,E,G,C,D,3.0,F,B,C,B,A,B,C,B,B
4677499,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Cajazeiras,PB,,,,,1,,,C,C,A,B,3.0,C,B,D,A,B,B,D,B,B
4678197,2020,20 anos,F,Branca,1,concluiu,Não respondeu,Caruaru,PE,,,,,0,,,D,D,B,C,3.0,B,B,B,A,A,B,D,A,B
4678265,2020,23 anos,M,Preta,1,concluiu,Não respondeu,Fortaleza,CE,,,,,1,,,H,H,C,B,4.0,E,B,D,A,A,B,D,A,B
4678558,2020,17 anos,F,Parda,1,cursando,Pública,São Bernardo do Campo,SP,486.6,,,466.8,1,,,C,D,A,A,2.0,F,C,C,C,B,B,C,B,B
4681208,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Montes Claros,MG,,,,,1,,,E,G,B,D,5.0,E,B,D,B,B,B,E,B,B
4681242,2020,19 anos,F,Não declarado,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,G,G,E,E,3.0,G,B,B,A,A,B,D,D,B
4681839,2020,Menor de 17 anos,M,Parda,2,cursando,Não respondeu,Garanhuns,PE,489.1,,,668.0,1,,,E,E,B,B,4.0,B,B,C,B,A,B,C,B,B
4682523,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,São José dos Pinhais,PR,,,,,0,,,D,D,C,B,5.0,G,B,D,C,A,B,E,D,B
4684878,2020,17 anos,F,Branca,1,cursando,Não respondeu,Itapiranga,SC,553.9,,,554.2,0,,,D,E,D,D,5.0,F,C,D,B,A,B,D,B,B
4687014,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Pará de Minas,MG,,,,,1,,,B,B,A,A,2.0,G,B,C,A,C,B,C,B,B
4687334,2020,22 anos,M,Parda,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,0,,,E,E,B,B,3.0,B,B,D,A,A,B,D,C,B
4688942,2020,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Orlândia,SP,356.8,,,453.7,0,,,D,F,C,D,3.0,F,B,C,B,B,B,D,A,B
4689058,2020,18 anos,M,Branca,1,cursando,Pública,Leme,SP,,,,,0,,,D,E,B,B,4.0,C,C,D,C,A,B,E,B,B
4692094,2020,17 anos,F,Preta,1,cursando,Pública,Brasília,DF,,,,,0,,,C,A,A,F,5.0,B,B,C,A,A,B,B,A,B
4692288,2020,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Orlândia,SP,563.7,,,538.6,0,,,E,F,C,D,4.0,G,C,D,B,A,B,D,B,B
4692923,2020,18 anos,F,Parda,1,concluiu,Não respondeu,Barreiros,PE,,,,,1,,,F,F,D,D,3.0,D,C,D,A,A,B,C,A,B
4694358,2020,17 anos,M,Branca,1,cursando,Pública,Boituva,SP,,,,,1,,,E,F,F,B,4.0,F,C,C,B,A,B,B,A,B
4695425,2020,19 anos,M,Branca,1,cursando,Pública,Brusque,SC,,,,,0,,,C,D,C,C,4.0,K,C,C,B,B,B,D,B,B
4696132,2020,Menor de 17 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,E,E,D,D,3.0,D,B,C,A,A,B,C,B,B
4697633,2020,17 anos,M,Parda,1,cursando,Pública,Linhares,ES,,,,,0,,,H,A,A,F,2.0,B,B,D,B,A,B,C,A,B
4700194,2020,20 anos,F,Preta,1,concluiu,Não respondeu,Piratini,RS,,,,,1,,,H,D,B,B,4.0,B,C,C,A,A,B,D,A,A
4701073,2020,17 anos,M,Parda,1,cursando,Não respondeu,Arapongas,PR,,,,,1,,,D,C,F,B,5.0,B,B,D,A,B,B,C,A,B
